council,randage,ethnicity,simd,urban_rural,household_type,gender,tenure,greenspace,neighbourhood_rating,community_belonging
A,51,White,5,Urban,Adult,Female,Owned Outright,More than 30,Very good,Fairly strongly
A,46,Other,5,Urban,Children,Male,Owned Outright,More than 30,Fairly good,Not very strongly
B,74,White,3,Rural,Pensioner,Female,Social Rented,11-20 mins,Very good,Very strongly
B,67,White,3,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
B,72,White,3,Rural,Adult,Female,Owned Loan/Mortgage,More than 30,Very good,Very strongly
B,84,White,1,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
B,39,White,1,Urban,Adult,Male,Social Rented,6-10 mins,Very good,Very strongly
B,22,White,4,Rural,Adult,Female,Private Rented,More than 30,Very good,Very strongly
B,49,White,3,Urban,Adult,Female,Owned Outright,6-10 mins,Fairly good,Very strongly
B,70,White,4,Urban,Pensioner,Male,Social Rented,6-10 mins,Very good,Very strongly
B,54,White,5,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
B,80,White,2,Rural,Pensioner,Male,Social Rented,5 mins or less,Very good,Very strongly
B,59,White,3,Rural,Adult,Male,Owned Loan/Mortgage,More than 30,Fairly good,Very strongly
B,84,White,3,Urban,Adult,Female,Owned Loan/Mortgage,21-30 mins,Very good,Very strongly
B,24,White,1,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Very strongly
B,44,White,1,Urban,Adult,Female,Social Rented,11-20 mins,Very good,Not very strongly
B,46,White,4,Rural,Adult,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
B,25,White,3,Rural,Children,Male,Social Rented,More than 30,Very good,Fairly strongly
B,51,White,2,Rural,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
B,85,White,2,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
B,57,White,3,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
B,26,White,1,Urban,Adult,Female,Social Rented,6-10 mins,Fairly good,Not at all strongly
B,24,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Fairly poor,Not at all strongly
B,26,White,1,Urban,Children,Female,Social Rented,6-10 mins,Fairly good,Not very strongly
B,40,White,1,Urban,Children,Female,Social Rented,11-20 mins,Very good,Fairly strongly
B,71,White,2,Urban,Pensioner,Female,Social Rented,11-20 mins,Very good,Very strongly
B,48,White,2,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
B,37,White,2,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
B,59,White,3,Rural,Adult,Male,Owned Loan/Mortgage,21-30 mins,Very good,Very strongly
B,40,White,2,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
B,56,White,5,Urban,Children,Male,Owned Outright,6-10 mins,Very good,Fairly strongly
B,55,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
B,67,White,4,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
B,25,White,1,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Fairly strongly
B,68,White,1,Urban,Pensioner,Female,Social Rented,11-20 mins,Very good,Very strongly
B,27,White,3,Urban,Adult,Female,Social Rented,11-20 mins,Fairly good,Not at all strongly
B,80,White,2,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
B,42,White,2,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
B,30,White,5,Urban,Adult,Male,Social Rented,11-20 mins,Very good,Not very strongly
B,63,White,4,Urban,Adult,Male,Owned Loan/Mortgage,11-20 mins,Fairly good,Fairly strongly
B,56,White,4,Rural,Adult,Female,Owned Loan/Mortgage,Don't know,Fairly poor,Not at all strongly
B,67,White,4,Rural,Adult,Female,Owned Loan/Mortgage,11-20 mins,Very good,Fairly strongly
B,41,White,1,Urban,Adult,Male,Social Rented,11-20 mins,Fairly good,Not at all strongly
B,25,White,1,Urban,Children,Male,Social Rented,5 mins or less,Very poor,Not at all strongly
B,31,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
B,27,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Not very strongly
B,50,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly poor,Not very strongly
B,50,White,3,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Very strongly
B,64,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
B,52,White,4,Urban,Children,Female,Owned Outright,6-10 mins,Very good,Very strongly
B,51,White,5,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Don't know
B,19,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
B,50,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not at all strongly
B,22,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Not very strongly
B,44,White,3,Urban,Adult,Female,Social Rented,11-20 mins,Fairly good,Not at all strongly
B,75,White,4,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
B,22,White,1,Urban,Children,Female,Social Rented,5 mins or less,No opinion,Fairly strongly
B,30,White,4,Rural,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
B,66,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
B,53,White,2,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
B,62,White,3,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
B,32,White,3,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Not very strongly
B,66,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
B,22,White,2,Urban,Adult,Male,Social Rented,11-20 mins,Fairly poor,Not very strongly
B,79,White,2,Urban,Pensioner,Male,Social Rented,11-20 mins,Fairly poor,Very strongly
B,32,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Not very strongly
B,37,Other,3,Rural,Children,Female,Owned Outright,6-10 mins,Very good,Fairly strongly
B,79,White,3,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
B,73,White,3,Rural,Pensioner,Male,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
B,59,White,3,Rural,Adult,Female,Owned Loan/Mortgage,More than 30,Very good,Very strongly
B,75,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
B,81,White,4,Rural,Pensioner,Female,Social Rented,5 mins or less,Fairly poor,Fairly strongly
B,60,White,4,Rural,Adult,Male,Owned Loan/Mortgage,Don't know,Very good,Fairly strongly
B,47,White,3,Rural,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
B,33,White,3,Rural,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
B,86,White,4,Rural,Pensioner,Male,Social Rented,Don't know,Fairly good,Very strongly
B,43,White,4,Rural,Children,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
B,31,White,4,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
B,73,White,4,Rural,Adult,Female,Owned Loan/Mortgage,More than 30,Very good,Very strongly
B,29,White,2,Rural,Adult,Female,Owned Outright,6-10 mins,Fairly good,Not very strongly
B,53,White,4,Rural,Adult,Male,Owned Outright,6-10 mins,Very good,Fairly strongly
B,71,White,2,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
B,66,White,3,Rural,Adult,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Not very strongly
B,44,White,2,Rural,Children,Male,Owned Outright,11-20 mins,Fairly good,Fairly strongly
B,60,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
B,66,White,4,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
B,54,White,5,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
B,44,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
B,72,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
B,42,White,5,Urban,Children,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
B,83,White,4,Rural,Pensioner,Male,Social Rented,Don't know,Very good,Not very strongly
B,51,White,3,Rural,Adult,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
B,68,White,4,Rural,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
B,52,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
B,49,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
B,70,White,3,Rural,Pensioner,Male,Social Rented,5 mins or less,Very good,Fairly strongly
B,38,Other,5,Urban,Adult,Male,Owned Outright,11-20 mins,Fairly good,Fairly strongly
B,64,White,3,Rural,Adult,Female,Owned Loan/Mortgage,More than 30,Very good,Very strongly
B,54,White,3,Rural,Adult,Female,Owned Outright,5 mins or less,Fairly good,Very strongly
B,77,White,3,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
B,46,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
B,29,White,4,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
B,25,White,3,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
B,73,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
B,17,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
B,84,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
B,60,White,3,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
B,51,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
B,66,White,4,Rural,Pensioner,Female,Owned Loan/Mortgage,More than 30,Very good,Fairly strongly
B,39,White,3,Rural,Children,Female,Owned Loan/Mortgage,More than 30,Very good,Very strongly
B,63,White,3,Rural,Adult,Male,Social Rented,5 mins or less,Fairly good,Very strongly
B,54,White,3,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
B,55,White,3,Rural,Adult,Male,Owned Outright,More than 30,Very good,Fairly strongly
B,51,White,4,Rural,Children,Male,Owned Outright,More than 30,Fairly poor,Fairly strongly
B,46,White,3,Rural,Children,Male,Owned Outright,21-30 mins,Very good,Very strongly
B,76,White,2,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
B,72,White,3,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
B,77,White,2,Rural,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
B,74,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
B,57,White,3,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
B,79,White,3,Rural,Pensioner,Female,Social Rented,5 mins or less,Very good,Very strongly
B,67,White,3,Rural,Adult,Male,Owned Loan/Mortgage,More than 30,Very good,Fairly strongly
B,28,White,3,Rural,Children,Male,Social Rented,More than 30,Very good,Very strongly
B,51,White,2,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
T,17,White,3,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
B,75,White,3,Rural,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
B,55,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
B,34,White,5,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
B,44,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
B,72,White,4,Rural,Adult,Male,Owned Loan/Mortgage,More than 30,Fairly good,Very strongly
B,32,White,4,Rural,Children,Female,Owned Outright,More than 30,Fairly good,Fairly strongly
B,80,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
B,65,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
B,82,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
B,52,White,3,Rural,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
B,78,White,3,Rural,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
B,70,White,3,Rural,Adult,Male,Owned Loan/Mortgage,More than 30,Fairly good,Very strongly
T,81,White,3,Rural,Adult,Female,Private Rented,5 mins or less,Very good,Very strongly
B,37,White,3,Rural,Children,Male,Owned Outright,More than 30,Very good,Very strongly
B,83,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
B,68,White,4,Urban,Pensioner,Female,Social Rented,6-10 mins,Very good,Very strongly
B,35,White,3,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
B,40,White,4,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
B,52,White,5,Rural,Adult,Male,Owned Outright,11-20 mins,Very good,Not at all strongly
B,70,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
B,43,White,4,Rural,Children,Male,Social Rented,More than 30,Very good,Very strongly
B,82,White,4,Urban,Pensioner,Female,Social Rented,21-30 mins,Very good,Fairly strongly
B,53,White,4,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
B,33,White,3,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Not very strongly
B,46,White,4,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
B,86,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
B,44,White,5,Urban,Children,Female,Social Rented,21-30 mins,Fairly good,Fairly strongly
B,75,White,3,Urban,Pensioner,Male,Social Rented,6-10 mins,Very good,Very strongly
B,25,White,4,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
B,41,White,4,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
B,60,White,5,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Not very strongly
B,40,White,5,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
B,39,White,4,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
B,32,White,4,Rural,Adult,Female,Owned Outright,More than 30,Very good,Not very strongly
B,34,White,4,Urban,Children,Male,Owned Outright,21-30 mins,Very good,Very strongly
B,47,White,4,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
B,27,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Not very strongly
B,22,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
B,52,White,5,Urban,Children,Male,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
B,32,White,5,Rural,Children,Female,Social Rented,5 mins or less,Very good,Not at all strongly
B,72,White,5,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
B,36,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
B,41,White,4,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
B,82,White,4,Rural,Pensioner,Female,Social Rented,5 mins or less,Very good,Fairly strongly
A,48,White,5,Urban,Adult,Female,Owned Outright,6-10 mins,Very good,Fairly strongly
A,48,White,5,Urban,Adult,Female,Owned Outright,6-10 mins,Very good,Very strongly
B,31,Other,5,Rural,Children,Female,Owned Outright,6-10 mins,Fairly good,Fairly strongly
A,36,White,4,Urban,Adult,Female,Owned Outright,More than 30,Very good,Very strongly
A,62,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Not at all strongly
B,60,White,5,Rural,Adult,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
B,47,White,5,Rural,Adult,Male,Owned Outright,11-20 mins,Very good,Not very strongly
B,74,White,5,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
B,33,White,3,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
B,31,White,4,Rural,Children,Male,Owned Outright,More than 30,Very good,Fairly strongly
B,78,White,4,Rural,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Not very strongly
B,70,White,4,Rural,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
B,59,White,3,Rural,Adult,Male,Social Rented,6-10 mins,Fairly good,Not very strongly
B,70,White,5,Rural,Adult,Female,Social Rented,11-20 mins,Very good,Fairly strongly
B,62,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
B,61,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
B,22,White,4,Rural,Adult,Female,Owned Loan/Mortgage,More than 30,Very good,Fairly strongly
B,46,White,4,Rural,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
B,38,White,5,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
B,44,White,5,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
B,54,White,4,Rural,Adult,Female,Owned Loan/Mortgage,21-30 mins,Very good,Fairly strongly
B,48,White,4,Rural,Adult,Male,Owned Loan/Mortgage,More than 30,Very good,Very strongly
B,70,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
B,40,Other,5,Urban,Children,Male,Social Rented,6-10 mins,Very good,Very strongly
B,71,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
B,37,White,5,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
B,67,White,5,Urban,Pensioner,Male,Social Rented,6-10 mins,Very good,Fairly strongly
B,48,White,5,Urban,Adult,Female,Social Rented,11-20 mins,Very good,Not very strongly
B,25,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
B,26,White,2,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
B,27,White,4,Urban,Adult,Male,Social Rented,5 mins or less,Fairly poor,Not very strongly
B,60,White,2,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
B,30,White,2,Urban,Children,Male,Social Rented,5 mins or less,Very good,Fairly strongly
B,59,White,2,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
B,69,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
B,47,White,4,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
B,72,White,4,Urban,Pensioner,Female,Social Rented,6-10 mins,Very good,Fairly strongly
B,36,White,5,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
B,53,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
B,41,White,4,Rural,Children,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
