council,randage,ethnicity,simd,urban_rural,household_type,gender,tenure,greenspace,neighbourhood_rating,community_belonging
Aberdeen City,55,White,2,Urban,Adult,Male,Owned Outright,6-10 mins,Fairly good,Not very strongly
Aberdeen City,50,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Very poor,Not at all strongly
Aberdeen City,45,White,4,Urban,Children,Female,Owned Loan/Mortgage,6-10 mins,Very good,Not very strongly
Aberdeen City,58,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Aberdeen City,67,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Not very strongly
Aberdeen City,32,White,4,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Aberdeen City,23,White,4,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Don't know
Aberdeen City,77,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeen City,69,White,4,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Aberdeen City,65,White,5,Urban,Pensioner,Male,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
Aberdeen City,85,White,5,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Aberdeen City,69,White,5,Urban,Pensioner,Male,Owned Loan/Mortgage,11-20 mins,Fairly good,Not very strongly
Aberdeen City,46,White,5,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
Aberdeen City,71,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
Aberdeen City,48,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Aberdeen City,27,White,4,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
Aberdeen City,34,White,4,Urban,Adult,Male,Social Rented,6-10 mins,Very good,Not at all strongly
Aberdeen City,74,White,3,Urban,Pensioner,Male,Social Rented,6-10 mins,Fairly good,Very strongly
Aberdeen City,76,Other,3,Urban,Pensioner,Female,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
Aberdeen City,59,White,2,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
Aberdeen City,39,White,3,Urban,Children,Male,Social Rented,6-10 mins,Fairly good,Not very strongly
Aberdeen City,69,White,2,Urban,Pensioner,Female,Owned Loan/Mortgage,More than 30,Fairly good,Fairly strongly
Aberdeen City,74,White,4,Urban,Adult,Male,Owned Loan/Mortgage,11-20 mins,Fairly good,Fairly strongly
Aberdeen City,33,White,3,Urban,Adult,Female,Owned Outright,21-30 mins,Very good,Not very strongly
Aberdeen City,82,White,3,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
Aberdeen City,42,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Aberdeen City,30,White,4,Urban,Adult,Male,Owned Outright,6-10 mins,Fairly good,Not very strongly
Aberdeen City,39,Other,2,Urban,Children,Female,Owned Outright,11-20 mins,Fairly good,Fairly strongly
Aberdeen City,35,White,5,Urban,Children,Male,Social Rented,5 mins or less,Very good,Very strongly
Aberdeen City,64,White,5,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
Aberdeen City,73,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Aberdeen City,56,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Aberdeen City,67,White,5,Urban,Adult,Male,Owned Loan/Mortgage,21-30 mins,Very good,Fairly strongly
Aberdeen City,51,White,5,Urban,Adult,Female,Owned Outright,More than 30,Very good,Fairly strongly
Aberdeen City,46,Other,5,Urban,Children,Male,Owned Outright,More than 30,Fairly good,Not very strongly
Aberdeenshire,74,White,3,Rural,Pensioner,Female,Social Rented,11-20 mins,Very good,Very strongly
Aberdeenshire,67,White,3,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,72,White,3,Rural,Adult,Female,Owned Loan/Mortgage,More than 30,Very good,Very strongly
Aberdeenshire,84,White,1,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,39,White,1,Urban,Adult,Male,Social Rented,6-10 mins,Very good,Very strongly
Aberdeenshire,22,White,4,Rural,Adult,Female,Private Rented,More than 30,Very good,Very strongly
Aberdeenshire,49,White,3,Urban,Adult,Female,Owned Outright,6-10 mins,Fairly good,Very strongly
Aberdeenshire,70,White,4,Urban,Pensioner,Male,Social Rented,6-10 mins,Very good,Very strongly
Aberdeenshire,54,White,5,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Aberdeenshire,80,White,2,Rural,Pensioner,Male,Social Rented,5 mins or less,Very good,Very strongly
Aberdeenshire,59,White,3,Rural,Adult,Male,Owned Loan/Mortgage,More than 30,Fairly good,Very strongly
Aberdeenshire,84,White,3,Urban,Adult,Female,Owned Loan/Mortgage,21-30 mins,Very good,Very strongly
Aberdeenshire,24,White,1,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Very strongly
Aberdeenshire,44,White,1,Urban,Adult,Female,Social Rented,11-20 mins,Very good,Not very strongly
Aberdeenshire,46,White,4,Rural,Adult,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Aberdeenshire,25,White,3,Rural,Children,Male,Social Rented,More than 30,Very good,Fairly strongly
Aberdeenshire,51,White,2,Rural,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
Aberdeenshire,85,White,2,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Aberdeenshire,57,White,3,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,26,White,1,Urban,Adult,Female,Social Rented,6-10 mins,Fairly good,Not at all strongly
Aberdeenshire,24,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Fairly poor,Not at all strongly
Aberdeenshire,26,White,1,Urban,Children,Female,Social Rented,6-10 mins,Fairly good,Not very strongly
Aberdeenshire,40,White,1,Urban,Children,Female,Social Rented,11-20 mins,Very good,Fairly strongly
Aberdeenshire,71,White,2,Urban,Pensioner,Female,Social Rented,11-20 mins,Very good,Very strongly
Aberdeenshire,48,White,2,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,37,White,2,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
Aberdeenshire,59,White,3,Rural,Adult,Male,Owned Loan/Mortgage,21-30 mins,Very good,Very strongly
Aberdeenshire,40,White,2,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Aberdeenshire,56,White,5,Urban,Children,Male,Owned Outright,6-10 mins,Very good,Fairly strongly
Aberdeenshire,55,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,67,White,4,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Aberdeenshire,25,White,1,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Fairly strongly
Aberdeenshire,68,White,1,Urban,Pensioner,Female,Social Rented,11-20 mins,Very good,Very strongly
Aberdeenshire,27,White,3,Urban,Adult,Female,Social Rented,11-20 mins,Fairly good,Not at all strongly
Aberdeenshire,80,White,2,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Aberdeenshire,42,White,2,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
Aberdeenshire,30,White,5,Urban,Adult,Male,Social Rented,11-20 mins,Very good,Not very strongly
Aberdeenshire,63,White,4,Urban,Adult,Male,Owned Loan/Mortgage,11-20 mins,Fairly good,Fairly strongly
Aberdeenshire,56,White,4,Rural,Adult,Female,Owned Loan/Mortgage,Don't know,Fairly poor,Not at all strongly
Aberdeenshire,67,White,4,Rural,Adult,Female,Owned Loan/Mortgage,11-20 mins,Very good,Fairly strongly
Aberdeenshire,41,White,1,Urban,Adult,Male,Social Rented,11-20 mins,Fairly good,Not at all strongly
Aberdeenshire,25,White,1,Urban,Children,Male,Social Rented,5 mins or less,Very poor,Not at all strongly
Aberdeenshire,31,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
Aberdeenshire,27,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Not very strongly
Aberdeenshire,50,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly poor,Not very strongly
Aberdeenshire,50,White,3,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Very strongly
Aberdeenshire,64,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,52,White,4,Urban,Children,Female,Owned Outright,6-10 mins,Very good,Very strongly
Aberdeenshire,51,White,5,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Don't know
Aberdeenshire,19,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
Aberdeenshire,50,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not at all strongly
Aberdeenshire,22,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Not very strongly
Aberdeenshire,44,White,3,Urban,Adult,Female,Social Rented,11-20 mins,Fairly good,Not at all strongly
Aberdeenshire,75,White,4,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,22,White,1,Urban,Children,Female,Social Rented,5 mins or less,No opinion,Fairly strongly
Aberdeenshire,30,White,4,Rural,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Aberdeenshire,66,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Aberdeenshire,53,White,2,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Aberdeenshire,62,White,3,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
Aberdeenshire,32,White,3,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Not very strongly
Aberdeenshire,66,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Aberdeenshire,22,White,2,Urban,Adult,Male,Social Rented,11-20 mins,Fairly poor,Not very strongly
Aberdeenshire,79,White,2,Urban,Pensioner,Male,Social Rented,11-20 mins,Fairly poor,Very strongly
Aberdeenshire,32,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Not very strongly
Aberdeenshire,37,Other,3,Rural,Children,Female,Owned Outright,6-10 mins,Very good,Fairly strongly
Aberdeenshire,79,White,3,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,73,White,3,Rural,Pensioner,Male,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
Aberdeenshire,59,White,3,Rural,Adult,Female,Owned Loan/Mortgage,More than 30,Very good,Very strongly
Aberdeenshire,75,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
Aberdeenshire,81,White,4,Rural,Pensioner,Female,Social Rented,5 mins or less,Fairly poor,Fairly strongly
Aberdeenshire,60,White,4,Rural,Adult,Male,Owned Loan/Mortgage,Don't know,Very good,Fairly strongly
Aberdeenshire,47,White,3,Rural,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
Aberdeenshire,33,White,3,Rural,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Aberdeenshire,86,White,4,Rural,Pensioner,Male,Social Rented,Don't know,Fairly good,Very strongly
Aberdeenshire,43,White,4,Rural,Children,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
Aberdeenshire,31,White,4,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
Aberdeenshire,73,White,4,Rural,Adult,Female,Owned Loan/Mortgage,More than 30,Very good,Very strongly
Aberdeenshire,29,White,2,Rural,Adult,Female,Owned Outright,6-10 mins,Fairly good,Not very strongly
Aberdeenshire,53,White,4,Rural,Adult,Male,Owned Outright,6-10 mins,Very good,Fairly strongly
Aberdeenshire,71,White,2,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Aberdeenshire,66,White,3,Rural,Adult,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Not very strongly
Aberdeenshire,44,White,2,Rural,Children,Male,Owned Outright,11-20 mins,Fairly good,Fairly strongly
Aberdeenshire,60,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
Aberdeenshire,66,White,4,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,54,White,5,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Aberdeenshire,44,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,72,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,42,White,5,Urban,Children,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Aberdeenshire,83,White,4,Rural,Pensioner,Male,Social Rented,Don't know,Very good,Not very strongly
Aberdeenshire,51,White,3,Rural,Adult,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
Aberdeenshire,68,White,4,Rural,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,52,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Aberdeenshire,49,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Aberdeenshire,70,White,3,Rural,Pensioner,Male,Social Rented,5 mins or less,Very good,Fairly strongly
Aberdeenshire,38,Other,5,Urban,Adult,Male,Owned Outright,11-20 mins,Fairly good,Fairly strongly
Aberdeenshire,64,White,3,Rural,Adult,Female,Owned Loan/Mortgage,More than 30,Very good,Very strongly
Aberdeenshire,54,White,3,Rural,Adult,Female,Owned Outright,5 mins or less,Fairly good,Very strongly
Aberdeenshire,77,White,3,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Aberdeenshire,46,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Aberdeenshire,29,White,4,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Aberdeenshire,25,White,3,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Aberdeenshire,73,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Aberdeenshire,17,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,84,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
Aberdeenshire,60,White,3,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Aberdeenshire,51,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Aberdeenshire,66,White,4,Rural,Pensioner,Female,Owned Loan/Mortgage,More than 30,Very good,Fairly strongly
Aberdeenshire,39,White,3,Rural,Children,Female,Owned Loan/Mortgage,More than 30,Very good,Very strongly
Aberdeenshire,63,White,3,Rural,Adult,Male,Social Rented,5 mins or less,Fairly good,Very strongly
Aberdeenshire,54,White,3,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
Aberdeenshire,55,White,3,Rural,Adult,Male,Owned Outright,More than 30,Very good,Fairly strongly
Aberdeenshire,51,White,4,Rural,Children,Male,Owned Outright,More than 30,Fairly poor,Fairly strongly
Aberdeenshire,46,White,3,Rural,Children,Male,Owned Outright,21-30 mins,Very good,Very strongly
Aberdeenshire,76,White,2,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
Aberdeenshire,72,White,3,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,77,White,2,Rural,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Aberdeenshire,74,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,57,White,3,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,79,White,3,Rural,Pensioner,Female,Social Rented,5 mins or less,Very good,Very strongly
Aberdeenshire,67,White,3,Rural,Adult,Male,Owned Loan/Mortgage,More than 30,Very good,Fairly strongly
Aberdeenshire,28,White,3,Rural,Children,Male,Social Rented,More than 30,Very good,Very strongly
Aberdeenshire,51,White,2,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
Moray,17,White,3,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,75,White,3,Rural,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,55,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
Aberdeenshire,34,White,5,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Aberdeenshire,44,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Aberdeenshire,72,White,4,Rural,Adult,Male,Owned Loan/Mortgage,More than 30,Fairly good,Very strongly
Aberdeenshire,32,White,4,Rural,Children,Female,Owned Outright,More than 30,Fairly good,Fairly strongly
Aberdeenshire,80,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Aberdeenshire,65,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,82,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,52,White,3,Rural,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
Aberdeenshire,78,White,3,Rural,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Aberdeenshire,70,White,3,Rural,Adult,Male,Owned Loan/Mortgage,More than 30,Fairly good,Very strongly
Moray,81,White,3,Rural,Adult,Female,Private Rented,5 mins or less,Very good,Very strongly
Aberdeenshire,37,White,3,Rural,Children,Male,Owned Outright,More than 30,Very good,Very strongly
Aberdeenshire,83,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,68,White,4,Urban,Pensioner,Female,Social Rented,6-10 mins,Very good,Very strongly
Aberdeenshire,35,White,3,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Aberdeenshire,40,White,4,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Aberdeenshire,52,White,5,Rural,Adult,Male,Owned Outright,11-20 mins,Very good,Not at all strongly
Aberdeenshire,70,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Aberdeenshire,43,White,4,Rural,Children,Male,Social Rented,More than 30,Very good,Very strongly
Aberdeenshire,82,White,4,Urban,Pensioner,Female,Social Rented,21-30 mins,Very good,Fairly strongly
Aberdeenshire,53,White,4,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
